name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
Nexcap,Vifas,0.3389,0.1667,0.5111,
Bicozin,Napa Extend,0.3371,0.0909,0.5833,
Etizin,Napa Extend,0.3371,0.0909,0.5833,
Ace,Flexilax,0.3363,0.1250,0.5476,
Azithrocin,Backtone,0.3361,0.2000,0.4722,
Azithrocin,Baclon,0.3361,0.2000,0.4722,
Azithrocin,Fenadin,0.3361,0.2000,0.4722,
Azithrocin,Ketoral,0.3361,0.2000,0.4722,
Azithrocin,Ketozol,0.3361,0.2000,0.4722,
Azithrocin,Montair,0.3361,0.2000,0.4722,
Azithrocin,Odmon,0.3361,0.2000,0.4722,
Azithrocin,Progut,0.3361,0.2000,0.4722,
Azithrocin,Provair,0.3361,0.2000,0.4722,
Aceta,Bicozin,0.3353,0.1429,0.5278,
Aceta,Disopan,0.3353,0.1429,0.5278,
Aceta,Fenadin,0.3353,0.1429,0.5278,
Aceta,Ketocon,0.3353,0.1429,0.5278,
Aceta,Montene,0.3353,0.1429,0.5278,
Azyth,Nizoder,0.3353,0.1429,0.5278,
Azyth,Romycin,0.3353,0.1429,0.5278,
Bacaid,Metsina,0.3353,0.1429,0.5278,
Bacaid,Nidazyl,0.3353,0.1429,0.5278,
Beklo,Ketotab,0.3353,0.1429,0.5278,
Bicozin,Lumona,0.3353,0.1429,0.5278,
Bicozin,Monas,0.3353,0.1429,0.5278,
Bicozin,Tamen,0.3353,0.1429,0.5278,
Bicozin,Vifas,0.3353,0.1429,0.5278,
Conaz,Ketocon,0.3353,0.1429,0.5278,
Conaz,Metsina,0.3353,0.1429,0.5278,
Conaz,Romycin,0.3353,0.1429,0.5278,
Disopan,Fexo,0.3353,0.1429,0.5278,
Fenadin,Metro,0.3353,0.1429,0.5278,
Fenadin,Vifas,0.3353,0.1429,0.5278,
Fexo,Metsina,0.3353,0.1429,0.5278,
Fexo,Nizoder,0.3353,0.1429,0.5278,
Ketocon,Lumona,0.3353,0.1429,0.5278,
Ketoral,Tamen,0.3353,0.1429,0.5278,
Ketotab,Tamen,0.3353,0.1429,0.5278,
Ketozol,Monas,0.3353,0.1429,0.5278,
Ketozol,Rozith,0.3353,0.1429,0.5278,
Ketozol,Tamen,0.3353,0.1429,0.5278,
Lucan-R,Monas,0.3353,0.1429,0.5278,
Lucan-R,Tamen,0.3353,0.1429,0.5278,
Metro,Romycin,0.3353,0.1429,0.5278,
Metsina,Rozith,0.3353,0.1429,0.5278,
Metsina,Vifas,0.3353,0.1429,0.5278,
Montair,Renova,0.3353,0.1429,0.5278,
Montene,Renova,0.3353,0.1429,0.5278,
Nidazyl,Tamen,0.3353,0.1429,0.5278,
Nizoder,Renova,0.3353,0.1429,0.5278,
Nizoder,Rozith,0.3353,0.1429,0.5278,
Nizoder,Vifas,0.3353,0.1429,0.5278,
Provair,Vifas,0.3353,0.1429,0.5278,
Renova,Romycin,0.3353,0.1429,0.5278,
Rozith,Trilock,0.3353,0.1429,0.5278,
Tamen,Trilock,0.3353,0.1429,0.5278,
Amodis,Filmet,0.3333,0.0000,0.6667,
Amodis,Leptic,0.3333,0.1667,0.5000,
Amodis,Nidazyl,0.3333,0.0000,0.6667,
Amodis,Odmon,0.3333,0.1667,0.5000,
Amodis,Progut,0.3333,0.1667,0.5000,
Backtone,Progut,0.3333,0.0000,0.6667,
Baclon,Dancel,0.3333,0.1667,0.5000,
Baclon,Etizin,0.3333,0.1667,0.5000,
Baclon,Fixal,0.3333,0.0000,0.6667,
Baclon,Ketoral,0.3333,0.0000,0.6667,
Baclon,Maxima,0.3333,0.1667,0.5000,
Bicozin,Exium,0.3333,0.0000,0.6667,
Bicozin,M-Kast,0.3333,0.0000,0.6667,
Bicozin,Maxima,0.3333,0.0000,0.6667,
Bicozin,Nexum,0.3333,0.0000,0.6667,
Canazole,Exium,0.3333,0.0000,0.6667,
Dancel,Etizin,0.3333,0.0000,0.6667,
Dancel,Flugal,0.3333,0.1667,0.5000,
Dancel,Maxima,0.3333,0.1667,0.5000,
Dancel,Metsina,0.3333,0.0000,0.6667,
Dancel,Nexum,0.3333,0.0000,0.6667,
Dancel,Trilock,0.3333,0.0000,0.6667,
Esoral,Progut,0.3333,0.1667,0.5000,
Esoral,Rhinil,0.3333,0.1667,0.5000,
Esoral,Trilock,0.3333,0.0000,0.6667,
Etizin,Fixal,0.3333,0.1667,0.5000,
Etizin,Leptic,0.3333,0.1667,0.5000,
Exium,Filmet,0.3333,0.1667,0.5000,
Exium,Fixal,0.3333,0.0000,0.6667,
Exium,M-Kast,0.3333,0.0000,0.6667,
Exium,Progut,0.3333,0.1667,0.5000,
Filmet,Leptic,0.3333,0.0000,0.6667,
Filmet,M-Kast,0.3333,0.1667,0.5000,
Filmet,Odmon,0.3333,0.1667,0.5000,
Filmet,Progut,0.3333,0.1667,0.5000,
Fixal,Flamyd,0.3333,0.1667,0.5000,
Fixal,Sergel,0.3333,0.1667,0.5000,
Flamyd,Leptic,0.3333,0.0000,0.6667,
Flamyd,Odmon,0.3333,0.1667,0.5000,
Flugal,Leptic,0.3333,0.0000,0.6667,
Flugal,Progut,0.3333,0.1667,0.5000,
Flugal,Rhinil,0.3333,0.1667,0.5000,
Flugal,Trilock,0.3333,0.0000,0.6667,
Ketocon,Lucan-R,0.3333,0.0000,0.6667,
Ketocon,Montene,0.3333,0.0000,0.6667,
Ketoral,Lucan-R,0.3333,0.0000,0.6667,
Ketoral,Montair,0.3333,0.0000,0.6667,
Ketotab,M-Kast,0.3333,0.0000,0.6667,
Ketozol,M-Kast,0.3333,0.0000,0.6667,
Ketozol,Maxima,0.3333,0.0000,0.6667,
Ketozol,Trilock,0.3333,0.0000,0.6667,
M-Kast,Nexum,0.3333,0.0000,0.6667,
M-Kast,Nizoder,0.3333,0.0000,0.6667,
M-Kast,Romycin,0.3333,0.0000,0.6667,
Metsina,Nidazyl,0.3333,0.0000,0.6667,
Montair,Nidazyl,0.3333,0.0000,0.6667,
Montene,Nidazyl,0.3333,0.0000,0.6667,
Montene,Nizoder,0.3333,0.0000,0.6667,
Nexum,Progut,0.3333,0.1667,0.5000,
Nidazyl,Trilock,0.3333,0.0000,0.6667,
Progut,Sergel,0.3333,0.1667,0.5000,
Sergel,Trilock,0.3333,0.0000,0.6667,
Sergel,Zithrin,0.3333,0.0000,0.6667,
Fixal,Napa Extend,0.3325,0.0909,0.5741,
Azithrocin,Baclofen,0.3278,0.2000,0.4556,
Azithrocin,Rivotril,0.3278,0.2000,0.4556,
Alatrol,Bacaid,0.3270,0.1429,0.5111,
Alatrol,Beklo,0.3270,0.1429,0.5111,
Alatrol,Lumona,0.3270,0.1429,0.5111,
Atrizin,Azyth,0.3270,0.1429,0.5111,
Atrizin,Bacaid,0.3270,0.1429,0.5111,
Atrizin,Conaz,0.3270,0.1429,0.5111,
Atrizin,Diflu,0.3270,0.1429,0.5111,
Atrizin,Vifas,0.3270,0.1429,0.5111,
Azyth,Omastin,0.3270,0.1429,0.5111,
Bacaid,Denixil,0.3270,0.1429,0.5111,
Beklo,Denixil,0.3270,0.1429,0.5111,
Beklo,Telfast,0.3270,0.1429,0.5111,
Conaz,Omastin,0.3270,0.1429,0.5111,
Conaz,Telfast,0.3270,0.1429,0.5111,
Denixil,Metro,0.3270,0.1429,0.5111,
Denixil,Vifas,0.3270,0.1429,0.5111,
Fexo,Telfast,0.3270,0.1429,0.5111,
Metro,Telfast,0.3270,0.1429,0.5111,
Omastin,Rozith,0.3270,0.1429,0.5111,
Omastin,Vifas,0.3270,0.1429,0.5111,
Renova,Telfast,0.3270,0.1429,0.5111,
Tamen,Telfast,0.3270,0.1429,0.5111,
Aceta,Canazole,0.3264,0.1250,0.5278,
Backtone,Fexo,0.3264,0.1250,0.5278,
Backtone,Metro,0.3264,0.1250,0.5278,
Canazole,Diflu,0.3264,0.1250,0.5278,
Canazole,Lumona,0.3264,0.1250,0.5278,
Canazole,Rozith,0.3264,0.1250,0.5278,
Canazole,Tamen,0.3264,0.1250,0.5278,
Canazole,Vifas,0.3264,0.1250,0.5278,
Axodin,Esoral,0.3250,0.1667,0.4833,
Axodin,Leptic,0.3250,0.1667,0.4833,
Baclon,Maxpro,0.3250,0.1667,0.4833,
Bacmax,Filmet,0.3250,0.1667,0.4833,
Bacmax,Fixal,0.3250,0.1667,0.4833,
Bacmax,Flamyd,0.3250,0.1667,0.4833,
Bacmax,Flugal,0.3250,0.1667,0.4833,
Bacmax,Odmon,0.3250,0.1667,0.4833,
Dancel,Maxpro,0.3250,0.1667,0.4833,
Esonix,Leptic,0.3250,0.1667,0.4833,
Esonix,Odmon,0.3250,0.1667,0.4833,
Esonix,Opton,0.3250,0.1667,0.4833,
Esonix,Progut,0.3250,0.1667,0.4833,
Esoral,Nexcap,0.3250,0.1667,0.4833,
Filmet,Montex,0.3250,0.1667,0.4833,
Flugal,Nexcap,0.3250,0.1667,0.4833,
Leptic,Nexcap,0.3250,0.1667,0.4833,
Maxima,Montex,0.3250,0.1667,0.4833,
Montex,Nexum,0.3250,0.1667,0.4833,
Montex,Odmon,0.3250,0.1667,0.4833,
Amodis,Ketocon,0.3214,0.1429,0.5000,
Amodis,Ketoral,0.3214,0.1429,0.5000,
Amodis,Ketotab,0.3214,0.1429,0.5000,
Baclon,Disopan,0.3214,0.1429,0.5000,
Baclon,Fenadin,0.3214,0.1429,0.5000,
Baclon,Metsina,0.3214,0.1429,0.5000,
Baclon,Montene,0.3214,0.1429,0.5000,
Baclon,Romycin,0.3214,0.1429,0.5000,
Baclon,Zithrin,0.3214,0.1429,0.5000,
Bicozin,Esoral,0.3214,0.1429,0.5000,
Bicozin,Ketoral,0.3214,0.1429,0.5000,
Bicozin,Ketotab,0.3214,0.1429,0.5000,
Bicozin,Progut,0.3214,0.1429,0.5000,
Bicozin,Rhinil,0.3214,0.1429,0.5000,
Dancel,Fenadin,0.3214,0.1429,0.5000,
Dancel,Ketocon,0.3214,0.1429,0.5000,
Dancel,Lucan-R,0.3214,0.1429,0.5000,
Dancel,Montair,0.3214,0.1429,0.5000,
Dancel,Romycin,0.3214,0.1429,0.5000,
Disopan,Fenadin,0.3214,0.1429,0.5000,
Disopan,Maxima,0.3214,0.1429,0.5000,
Disopan,Trilock,0.3214,0.1429,0.5000,
Esoral,Montair,0.3214,0.1429,0.5000,
Etizin,Montair,0.3214,0.1429,0.5000,
Etizin,Nizoder,0.3214,0.1429,0.5000,
Etizin,Trilock,0.3214,0.1429,0.5000,
Exium,Ketocon,0.3214,0.1429,0.5000,
Exium,Ketoral,0.3214,0.1429,0.5000,
Exium,Ketotab,0.3214,0.1429,0.5000,
Fenadin,Flugal,0.3214,0.1429,0.5000,
Fenadin,Ketoral,0.3214,0.1429,0.5000,
Fenadin,Ketotab,0.3214,0.1429,0.5000,
Fenadin,Ketozol,0.3214,0.1429,0.5000,
Fenadin,Lucan-R,0.3214,0.1429,0.5000,
Fenadin,M-Kast,0.3214,0.1429,0.5000,
Fenadin,Nexum,0.3214,0.1429,0.5000,
Fenadin,Rhinil,0.3214,0.1429,0.5000,
Filmet,Montene,0.3214,0.1429,0.5000,
Fixal,Ketotab,0.3214,0.1429,0.5000,
Fixal,Lucan-R,0.3214,0.1429,0.5000,
Fixal,Metsina,0.3214,0.1429,0.5000,
Fixal,Nizoder,0.3214,0.1429,0.5000,
Fixal,Trilock,0.3214,0.1429,0.5000,
Flamyd,Lucan-R,0.3214,0.1429,0.5000,
Flamyd,Romycin,0.3214,0.1429,0.5000,
Flugal,Ketozol,0.3214,0.1429,0.5000,
Flugal,Nidazyl,0.3214,0.1429,0.5000,
Ketocon,Nexum,0.3214,0.1429,0.5000,
Ketocon,Nizoder,0.3214,0.1429,0.5000,
Ketocon,Progut,0.3214,0.1429,0.5000,
Ketoral,Leptic,0.3214,0.1429,0.5000,
Ketoral,Maxima,0.3214,0.1429,0.5000,
Ketoral,Nexum,0.3214,0.1429,0.5000,
Ketoral,Odmon,0.3214,0.1429,0.5000,
Ketoral,Progut,0.3214,0.1429,0.5000,
Ketoral,Provair,0.3214,0.1429,0.5000,
Ketoral,Rhinil,0.3214,0.1429,0.5000,
Ketotab,Maxima,0.3214,0.1429,0.5000,
Ketotab,Montair,0.3214,0.1429,0.5000,
Ketotab,Nexum,0.3214,0.1429,0.5000,
Ketotab,Nizoder,0.3214,0.1429,0.5000,
Ketotab,Odmon,0.3214,0.1429,0.5000,
Ketotab,Progut,0.3214,0.1429,0.5000,
Ketozol,Leptic,0.3214,0.1429,0.5000,
Ketozol,Nizoder,0.3214,0.1429,0.5000,
Ketozol,Odmon,0.3214,0.1429,0.5000,
Ketozol,Rhinil,0.3214,0.1429,0.5000,
Leptic,Lucan-R,0.3214,0.1429,0.5000,
Leptic,Montene,0.3214,0.1429,0.5000,
Leptic,Provair,0.3214,0.1429,0.5000,
Leptic,Trilock,0.3214,0.1429,0.5000,
Lucan-R,M-Kast,0.3214,0.1429,0.5000,
Lucan-R,Nizoder,0.3214,0.1429,0.5000,
Lucan-R,Odmon,0.3214,0.1429,0.5000,
Lucan-R,Opton,0.3214,0.1429,0.5000,
Lucan-R,Provair,0.3214,0.1429,0.5000,
Lucan-R,Rhinil,0.3214,0.1429,0.5000,
M-Kast,Nidazyl,0.3214,0.1429,0.5000,
Maxima,Montair,0.3214,0.1429,0.5000,
Maxima,Montene,0.3214,0.1429,0.5000,
Metsina,Nexum,0.3214,0.1429,0.5000,
Metsina,Rhinil,0.3214,0.1429,0.5000,
Montair,Nexum,0.3214,0.1429,0.5000,
Montair,Odmon,0.3214,0.1429,0.5000,
Montair,Rhinil,0.3214,0.1429,0.5000,
Montair,Zithrin,0.3214,0.1429,0.5000,
Montene,Nexum,0.3214,0.1429,0.5000,
Nidazyl,Odmon,0.3214,0.1429,0.5000,
Nidazyl,Rhinil,0.3214,0.1429,0.5000,
Nidazyl,Sergel,0.3214,0.1429,0.5000,
Nizoder,Odmon,0.3214,0.1429,0.5000,
Nizoder,Opton,0.3214,0.1429,0.5000,
Nizoder,Progut,0.3214,0.1429,0.5000,
Nizoder,Provair,0.3214,0.1429,0.5000,
Nizoder,Sergel,0.3214,0.1429,0.5000,
Odmon,Trilock,0.3214,0.1429,0.5000,
Odmon,Zithrin,0.3214,0.1429,0.5000,
Opton,Provair,0.3214,0.1429,0.5000,
Progut,Romycin,0.3214,0.1429,0.5000,
Provair,Trilock,0.3214,0.1429,0.5000,
Provair,Zithrin,0.3214,0.1429,0.5000,
Rhinil,Zithrin,0.3214,0.1429,0.5000,
Romycin,Trilock,0.3214,0.1429,0.5000,
Canazole,Flexibac,0.3194,0.0000,0.6389,
Aceta,Candinil,0.3181,0.1250,0.5111,
Aceta,Rivotril,0.3181,0.1250,0.5111,
Bacaid,Rivotril,0.3181,0.1250,0.5111,
Bacaid,Tridosil,0.3181,0.1250,0.5111,
Baclofen,Diflu,0.3181,0.1250,0.5111,
Baclofen,Fexo,0.3181,0.1250,0.5111,
Baclofen,Renova,0.3181,0.1250,0.5111,
Candinil,Lumona,0.3181,0.1250,0.5111,
Candinil,Monas,0.3181,0.1250,0.5111,
Candinil,Renova,0.3181,0.1250,0.5111,
Cetisoft,Conaz,0.3181,0.1250,0.5111,
Cetisoft,Diflu,0.3181,0.1250,0.5111,
Cetisoft,Monas,0.3181,0.1250,0.5111,
Cetisoft,Rozith,0.3181,0.1250,0.5111,
Cetisoft,Tamen,0.3181,0.1250,0.5111,
Cetisoft,Vifas,0.3181,0.1250,0.5111,
Conaz,Tridosil,0.3181,0.1250,0.5111,
Diflu,Rivotril,0.3181,0.1250,0.5111,
Diflu,Tridosil,0.3181,0.1250,0.5111,
Fexo,Rivotril,0.3181,0.1250,0.5111,
Fexo,Tridosil,0.3181,0.1250,0.5111,
Monas,Tridosil,0.3181,0.1250,0.5111,
Rivotril,Vifas,0.3181,0.1250,0.5111,
Tamen,Tridosil,0.3181,0.1250,0.5111,
Fenadin,Napa Extend,0.3178,0.1818,0.4537,
Filmet,Napa Extend,0.3178,0.1818,0.4537,
Flamyd,Napa Extend,0.3178,0.1818,0.4537,
Napa Extend,Nizoder,0.3178,0.1818,0.4537,
Alatrol,Filmet,0.3167,0.0000,0.6333,
Alatrol,Lucan-R,0.3167,0.0000,0.6333,
Alatrol,Nizoder,0.3167,0.0000,0.6333,
Amodis,Bacmax,0.3167,0.0000,0.6333,
Amodis,Maxpro,0.3167,0.0000,0.6333,
Atrizin,Dancel,0.3167,0.0000,0.6333,
Atrizin,Ketoral,0.3167,0.0000,0.6333,
Atrizin,Montene,0.3167,0.0000,0.6333,
Atrizin,Nizoder,0.3167,0.0000,0.6333,
Axodin,Fixal,0.3167,0.0000,0.6333,
Axodin,Nexum,0.3167,0.0000,0.6333,
Baclofen,Fixal,0.3167,0.0000,0.6333,
Bacmax,Exium,0.3167,0.0000,0.6333,
Bacmax,Ketocon,0.3167,0.0000,0.6333,
Bacmax,Maxpro,0.3167,0.1667,0.4667,
Bacmax,Nexum,0.3167,0.0000,0.6333,
Bicozin,Maxpro,0.3167,0.0000,0.6333,
Bicozin,Nexcap,0.3167,0.0000,0.6333,
Canazole,Tridosil,0.3167,0.0000,0.6333,
Candinil,Ketotab,0.3167,0.0000,0.6333,
Candinil,M-Kast,0.3167,0.0000,0.6333,
Candinil,Nizoder,0.3167,0.0000,0.6333,
Cetisoft,Dancel,0.3167,0.0000,0.6333,
Cetisoft,Nidazyl,0.3167,0.0000,0.6333,
Dancel,Telfast,0.3167,0.0000,0.6333,
Denixil,M-Kast,0.3167,0.0000,0.6333,
Denixil,Trilock,0.3167,0.0000,0.6333,
Dinafex,Ketocon,0.3167,0.0000,0.6333,
Dinafex,Trilock,0.3167,0.0000,0.6333,
Filmet,Omastin,0.3167,0.0000,0.6333,
Flamyd,Rivotril,0.3167,0.0000,0.6333,
Ketocon,Montex,0.3167,0.0000,0.6333,
M-Kast,Nexcap,0.3167,0.0000,0.6333,
Maxpro,Montex,0.3167,0.1667,0.4667,
Maxpro,Nizoder,0.3167,0.0000,0.6333,
Maxpro,Romycin,0.3167,0.0000,0.6333,
Montex,Nidazyl,0.3167,0.0000,0.6333,
Nidazyl,Telfast,0.3167,0.0000,0.6333,
Nizoder,Omastin,0.3167,0.0000,0.6333,
Cetisoft,Napa Extend,0.3158,0.0909,0.5407,
Napa Extend,Telfast,0.3158,0.0909,0.5407,
Alatrol,Fixal,0.3131,0.1429,0.4833,
Alatrol,Ketocon,0.3131,0.1429,0.4833,
Alatrol,Montene,0.3131,0.1429,0.4833,
Alatrol,Odmon,0.3131,0.1429,0.4833,
Alatrol,Rhinil,0.3131,0.1429,0.4833,
Alatrol,Sergel,0.3131,0.1429,0.4833,
Alatrol,Zithrin,0.3131,0.1429,0.4833,
Amodis,Denixil,0.3131,0.1429,0.4833,
Amodis,Telfast,0.3131,0.1429,0.4833,
Atrizin,Baclon,0.3131,0.1429,0.4833,
Atrizin,Exium,0.3131,0.1429,0.4833,
Atrizin,Fixal,0.3131,0.1429,0.4833,
Atrizin,Leptic,0.3131,0.1429,0.4833,
Atrizin,Maxima,0.3131,0.1429,0.4833,
Atrizin,Progut,0.3131,0.1429,0.4833,
Atrizin,Provair,0.3131,0.1429,0.4833,
Atrizin,Sergel,0.3131,0.1429,0.4833,
Axodin,Ketoral,0.3131,0.1429,0.4833,
Axodin,Montair,0.3131,0.1429,0.4833,
Bacmax,Ketoral,0.3131,0.1429,0.4833,
Bacmax,Ketotab,0.3131,0.1429,0.4833,
Bacmax,Lucan-R,0.3131,0.1429,0.4833,
Dancel,Omastin,0.3131,0.1429,0.4833,
Denixil,Disopan,0.3131,0.1429,0.4833,
Denixil,Ketotab,0.3131,0.1429,0.4833,
Denixil,Montene,0.3131,0.1429,0.4833,
Denixil,Romycin,0.3131,0.1429,0.4833,
Dinafex,Lucan-R,0.3131,0.1429,0.4833,
Dinafex,Montair,0.3131,0.1429,0.4833,
Dinafex,Montene,0.3131,0.1429,0.4833,
Dinafex,Nexum,0.3131,0.1429,0.4833,
Dinafex,Rhinil,0.3131,0.1429,0.4833,
Disopan,Nexcap,0.3131,0.1429,0.4833,
Esonix,Lucan-R,0.3131,0.1429,0.4833,
Esonix,Montene,0.3131,0.1429,0.4833,
Esonix,Nizoder,0.3131,0.1429,0.4833,
Exium,Telfast,0.3131,0.1429,0.4833,
Fenadin,Nexcap,0.3131,0.1429,0.4833,
Fixal,Telfast,0.3131,0.1429,0.4833,
Flugal,Telfast,0.3131,0.1429,0.4833,
Ketocon,Maxpro,0.3131,0.1429,0.4833,
Ketocon,Omastin,0.3131,0.1429,0.4833,
Ketocon,Telfast,0.3131,0.1429,0.4833,
Ketoral,Maxpro,0.3131,0.1429,0.4833,
Ketoral,Telfast,0.3131,0.1429,0.4833,
Ketotab,Montex,0.3131,0.1429,0.4833,
Ketotab,Omastin,0.3131,0.1429,0.4833,
Ketotab,Telfast,0.3131,0.1429,0.4833,
Leptic,Telfast,0.3131,0.1429,0.4833,
Lucan-R,Nexcap,0.3131,0.1429,0.4833,
Maxpro,Montene,0.3131,0.1429,0.4833,
Metsina,Nexcap,0.3131,0.1429,0.4833,
Montair,Nexcap,0.3131,0.1429,0.4833,
Montex,Romycin,0.3131,0.1429,0.4833,
Nexcap,Romycin,0.3131,0.1429,0.4833,
Nexum,Telfast,0.3131,0.1429,0.4833,
Progut,Telfast,0.3131,0.1429,0.4833,
Provair,Telfast,0.3131,0.1429,0.4833,
Aceta,Fexofast,0.3125,0.1250,0.5000,
Amodis,Backtone,0.3125,0.1250,0.5000,
Amodis,Canazole,0.3125,0.1250,0.5000,
Bacaid,Fexofast,0.3125,0.1250,0.5000,
Bacaid,Flexibac,0.3125,0.1250,0.5000,
Backtone,Disopan,0.3125,0.1250,0.5000,
Backtone,Leptic,0.3125,0.1250,0.5000,
Backtone,Maxima,0.3125,0.1250,0.5000,
Backtone,Montair,0.3125,0.1250,0.5000,
Backtone,Nizoder,0.3125,0.1250,0.5000,
Backtone,Romycin,0.3125,0.1250,0.5000,
Backtone,Zithrin,0.3125,0.1250,0.5000,
Beklo,Fexofast,0.3125,0.1250,0.5000,
Beklo,Flexibac,0.3125,0.1250,0.5000,
Canazole,Etizin,0.3125,0.1250,0.5000,
Canazole,Flugal,0.3125,0.1250,0.5000,
Canazole,Ketocon,0.3125,0.1250,0.5000,
Canazole,Montair,0.3125,0.1250,0.5000,
Canazole,Sergel,0.3125,0.1250,0.5000,
Canazole,Trilock,0.3125,0.1250,0.5000,
Diflu,Fexofast,0.3125,0.1250,0.5000,
Fexofast,Rozith,0.3125,0.1250,0.5000,
Flexibac,Monas,0.3125,0.1250,0.5000,
Flexibac,Rozith,0.3125,0.1250,0.5000,
Bacaid,Flexilax,0.3085,0.1250,0.4921,
Flexilax,Monas,0.3085,0.1250,0.4921,
Flexilax,Rozith,0.3085,0.1250,0.4921,
Canazole,Flexilax,0.3075,0.0000,0.6151,
Ace,Rozith,0.3056,0.0000,0.6111,
Bicozin,Flexibac,0.3056,0.0000,0.6111,
Canazole,Fexofast,0.3056,0.0000,0.6111,
Flexibac,M-Kast,0.3056,0.0000,0.6111,
Alatrol,Denixil,0.3048,0.1429,0.4667,
Alatrol,Montex,0.3048,0.1429,0.4667,
Alatrol,Omastin,0.3048,0.1429,0.4667,
Atrizin,Esonix,0.3048,0.1429,0.4667,
Bacmax,Omastin,0.3048,0.1429,0.4667,
Bacmax,Telfast,0.3048,0.1429,0.4667,
Denixil,Omastin,0.3048,0.1429,0.4667,
Esonix,Omastin,0.3048,0.1429,0.4667,
Esonix,Telfast,0.3048,0.1429,0.4667,
Azithrocin,Napa Extend,0.3047,0.0909,0.5185,
Atrizin,Canazole,0.3042,0.1250,0.4833,
Backtone,Cetisoft,0.3042,0.1250,0.4833,
Backtone,Esonix,0.3042,0.1250,0.4833,
Backtone,Montex,0.3042,0.1250,0.4833,
Backtone,Rivotril,0.3042,0.1250,0.4833,
Baclofen,Esoral,0.3042,0.1250,0.4833,
Baclofen,Etizin,0.3042,0.1250,0.4833,
Baclofen,Fenadin,0.3042,0.1250,0.4833,
Baclofen,Flamyd,0.3042,0.1250,0.4833,
Baclofen,Ketotab,0.3042,0.1250,0.4833,
Baclofen,Lucan-R,0.3042,0.1250,0.4833,
Baclofen,Maxima,0.3042,0.1250,0.4833,
Baclofen,Montene,0.3042,0.1250,0.4833,
Baclofen,Progut,0.3042,0.1250,0.4833,
Baclofen,Romycin,0.3042,0.1250,0.4833,
Baclofen,Sergel,0.3042,0.1250,0.4833,
Baclofen,Zithrin,0.3042,0.1250,0.4833,
Bacmax,Canazole,0.3042,0.1250,0.4833,
Bicozin,Cetisoft,0.3042,0.1250,0.4833,
Canazole,Montex,0.3042,0.1250,0.4833,
Canazole,Omastin,0.3042,0.1250,0.4833,
Candinil,Esoral,0.3042,0.1250,0.4833,
Candinil,Exium,0.3042,0.1250,0.4833,
Candinil,Flugal,0.3042,0.1250,0.4833,
Candinil,Leptic,0.3042,0.1250,0.4833,
Candinil,Romycin,0.3042,0.1250,0.4833,
Candinil,Sergel,0.3042,0.1250,0.4833,
Candinil,Zithrin,0.3042,0.1250,0.4833,
Cetisoft,Fenadin,0.3042,0.1250,0.4833,
Cetisoft,Fixal,0.3042,0.1250,0.4833,
Cetisoft,Maxima,0.3042,0.1250,0.4833,
Cetisoft,Nexum,0.3042,0.1250,0.4833,
Cetisoft,Odmon,0.3042,0.1250,0.4833,
Cetisoft,Progut,0.3042,0.1250,0.4833,
Cetisoft,Sergel,0.3042,0.1250,0.4833,
Cetisoft,Zithrin,0.3042,0.1250,0.4833,
Dancel,Rivotril,0.3042,0.1250,0.4833,
Etizin,Rivotril,0.3042,0.1250,0.4833,
Exium,Tridosil,0.3042,0.1250,0.4833,
Fenadin,Tridosil,0.3042,0.1250,0.4833,
Filmet,Tridosil,0.3042,0.1250,0.4833,
Flugal,Tridosil,0.3042,0.1250,0.4833,
Ketocon,Rivotril,0.3042,0.1250,0.4833,
Ketocon,Tridosil,0.3042,0.1250,0.4833,
Leptic,Tridosil,0.3042,0.1250,0.4833,
Metsina,Rivotril,0.3042,0.1250,0.4833,
Montair,Tridosil,0.3042,0.1250,0.4833,
Montene,Rivotril,0.3042,0.1250,0.4833,
Odmon,Rivotril,0.3042,0.1250,0.4833,
Odmon,Tridosil,0.3042,0.1250,0.4833,
Opton,Rivotril,0.3042,0.1250,0.4833,
Opton,Tridosil,0.3042,0.1250,0.4833,
Atrizin,Dinafex,0.3000,0.0000,0.6000,
Atrizin,Montex,0.3000,0.0000,0.6000,
Atrizin,Telfast,0.3000,0.0000,0.6000,
Axodin,Cetisoft,0.3000,0.0000,0.6000,
Axodin,Nexcap,0.3000,0.0000,0.6000,
Axodin,Telfast,0.3000,0.0000,0.6000,
Azithrocin,Conaz,0.3000,0.1000,0.5000,
Azithrocin,Fexo,0.3000,0.1000,0.5000,
Azithrocin,Monas,0.3000,0.1000,0.5000,
Azithrocin,Vifas,0.3000,0.1000,0.5000,
Bacmax,Denixil,0.3000,0.0000,0.6000,
Denixil,Maxpro,0.3000,0.0000,0.6000,
Dinafex,Nexcap,0.3000,0.0000,0.6000,
Esonix,Nexcap,0.3000,0.0000,0.6000,
Montex,Nexcap,0.3000,0.0000,0.6000,
Montex,Tridosil,0.3000,0.0000,0.6000,
Amodis,Flexibac,0.2986,0.1250,0.4722,
Disopan,Flexibac,0.2986,0.1250,0.4722,
Etizin,Fexofast,0.2986,0.1250,0.4722,
Fexofast,Leptic,0.2986,0.1250,0.4722,
Fexofast,Metsina,0.2986,0.1250,0.4722,
Fexofast,Nizoder,0.2986,0.1250,0.4722,
Fexofast,Sergel,0.2986,0.1250,0.4722,
Flexibac,Ketocon,0.2986,0.1250,0.4722,
